otorinolaringologi,['QQQ&#111;&#116;&#111;&#114;&#105;&#110;&#111;&#108;&#97;&#114;&#105;&#110;&#103;&#111;&#108;&#111;&#103;&#105;', 180000]
tank,['QQQ&#116;&#97;&#110;&#107;', 40000]
tard,['QQQ&#116;&#97;&#114;&#100;', 40000]
tarn,['QQQ&#116;&#97;&#114;&#110;', 40000]
tars,['QQQ&#116;&#97;&#114;&#115;', 40000]
task,['<ruby>务<rt>QQQ&#116;&#97;&#115;&#107;</rt></ruby>', 40000]
tatr,['QQQ&#116;&#97;&#116;&#114;', 40000]
tatu,['<ruby>刻<rt>QQQ&#116;&#97;&#116;&#117;</rt></ruby>', 40000]
team,['QQQ&#116;&#101;&#97;&#109;', 40000]
tejo,['QQQ&#116;&#101;&#106;&#111;', 40000]
teks,['<ruby>织<rt>QQQ&#116;&#101;&#107;&#115;</rt></ruby>', 40000]
tele,['QQQ&#116;&#101;&#108;&#101;', 40000]
temp,['<ruby>时<rt>QQQ&#116;&#101;&#109;&#112;</rt></ruby>', 40000]
tend,['<ruby>帐<rt>QQQ&#116;&#101;&#110;&#100;</rt></ruby>', 40000]
teni,['<ruby>虫<rt>QQQ&#116;&#101;&#110;&#105;</rt></ruby>', 40000]
tent,['<ruby>诱<rt>QQQ&#116;&#101;&#110;&#116;</rt></ruby>', 40000]
tera,['QQQ&#116;&#101;&#114;&#97;', 40000]
term,['QQQ&#116;&#101;&#114;&#109;', 40000]
tern,['<ruby>喷<rt>QQQ&#116;&#101;&#114;&#110;</rt></ruby>', 40000]
tesl,['QQQ&#116;&#101;&#115;&#108;', 40000]
test,['QQQ&#116;&#101;&#115;&#116;', 40000]
tetr,['<ruby>鸟<rt>QQQ&#116;&#101;&#116;&#114;</rt></ruby>', 40000]
teze,['QQQ&#116;&#101;&#122;&#101;', 40000]
tiam,['<ruby>时<rt>QQQ&#116;&#105;&#97;&#109;</rt></ruby>', 40000]
tiar,['<ruby>冠<rt>QQQ&#116;&#105;&#97;&#114;</rt></ruby>', 40000]
tibi,['<ruby>骨<rt>QQQ&#116;&#105;&#98;&#105;</rt></ruby>', 40000]
tiel,['<ruby>此<rt>QQQ&#116;&#105;&#101;&#108;</rt></ruby>', 40000]
ties,['<ruby>的<rt>QQQ&#116;&#105;&#101;&#115;</rt></ruby>', 40000]
tigr,['<ruby>虎<rt>QQQ&#116;&#105;&#103;&#114;</rt></ruby>', 40000]
tikl,['<ruby>痒<rt>QQQ&#116;&#105;&#107;&#108;</rt></ruby>', 40000]
tild,['QQQ&#116;&#105;&#108;&#100;', 40000]
tili,['<ruby>树<rt>QQQ&#116;&#105;&#108;&#105;</rt></ruby>', 40000]
tine,['<ruby>虫<rt>QQQ&#116;&#105;&#110;&#101;</rt></ruby>', 40000]
tini,['QQQ&#116;&#105;&#110;&#105;', 40000]
tink,['<ruby>鱼<rt>QQQ&#116;&#105;&#110;&#107;</rt></ruby>', 40000]
tint,['<ruby>响<rt>QQQ&#116;&#105;&#110;&#116;</rt></ruby>', 40000]
tiom,['<ruby>极<rt>QQQ&#116;&#105;&#111;&#109;</rt></ruby>', 40000]
titr,['QQQ&#116;&#105;&#116;&#114;', 40000]
tofu,['QQQ&#116;&#111;&#102;&#117;', 40000]
tohu,['QQQ&#116;&#111;&#104;&#117;', 40000]
toki,['QQQ&#116;&#111;&#107;&#105;', 40000]
toks,['QQQ&#116;&#111;&#107;&#115;', 40000]
tomb,['<ruby>墓<rt>QQQ&#116;&#111;&#109;&#98;</rt></ruby>', 40000]
tome,['QQQ&#116;&#111;&#109;&#101;', 40000]
tond,['<ruby>发<rt>QQQ&#116;&#111;&#110;&#100;</rt></ruby>', 40000]
tong,['QQQ&#116;&#111;&#110;&#103;', 40000]
tora,['QQQ&#116;&#111;&#114;&#97;', 40000]
tord,['<ruby>曲<rt>QQQ&#116;&#111;&#114;&#100;</rt></ruby>', 40000]
torf,['<ruby>煤<rt>QQQ&#116;&#111;&#114;&#102;</rt></ruby>', 40000]
tori,['QQQ&#116;&#111;&#114;&#105;', 40000]
torn,['<ruby>削<rt>QQQ&#116;&#111;&#114;&#110;</rt></ruby>', 40000]
tors,['<ruby>架<rt>QQQ&#116;&#111;&#114;&#115;</rt></ruby>', 40000]
tort,['<ruby>糕<rt>QQQ&#116;&#111;&#114;&#116;</rt></ruby>', 40000]
tost,['<ruby>庆<rt>QQQ&#116;&#111;&#115;&#116;</rt></ruby>', 40000]
trab,['<ruby>建<rt>QQQ&#116;&#114;&#97;&#98;</rt></ruby>', 40000]
trac,['QQQ&#116;&#114;&#97;&#99;', 40000]
trad,['QQQ&#116;&#114;&#97;&#100;', 40000]
traf,['<ruby>中<rt>QQQ&#116;&#114;&#97;&#102;</rt></ruby>', 40000]
trak,['QQQ&#116;&#114;&#97;&#107;', 40000]
tram,['<ruby>车<rt>QQQ&#116;&#114;&#97;&#109;</rt></ruby>', 40000]
trap,['QQQ&#116;&#114;&#97;&#112;', 40000]
trat,['QQQ&#116;&#114;&#97;&#116;', 40000]
tred,['QQQ&#116;&#114;&#101;&#100;', 40000]
tref,['<ruby>牌<rt>QQQ&#116;&#114;&#101;&#102;</rt></ruby>', 40000]
trem,['<ruby>动<rt>QQQ&#116;&#114;&#101;&#109;</rt></ruby>', 40000]
tren,['<ruby>引<rt>QQQ&#116;&#114;&#101;&#110;</rt></ruby>', 40000]
tret,['QQQ&#116;&#114;&#101;&#116;', 40000]
trib,['QQQ&#116;&#114;&#105;&#98;', 40000]
trik,['<ruby>编<rt>QQQ&#116;&#114;&#105;&#107;</rt></ruby>', 40000]
tril,['<ruby>波<rt>QQQ&#116;&#114;&#105;&#108;</rt></ruby>', 40000]
trip,['<ruby>肠<rt>QQQ&#116;&#114;&#105;&#112;</rt></ruby>', 40000]
trit,['QQQ&#116;&#114;&#105;&#116;', 40000]
triv,['QQQ&#116;&#114;&#105;&#118;', 40000]
trog,['<ruby>养<rt>QQQ&#116;&#114;&#111;&#103;</rt></ruby>', 40000]
troj,['QQQ&#116;&#114;&#111;&#106;', 40000]
trol,['QQQ&#116;&#114;&#111;&#108;', 40000]
tron,['<ruby>座<rt>QQQ&#116;&#114;&#111;&#110;</rt></ruby>', 40000]
trop,['<ruby>喻<rt>QQQ&#116;&#114;&#111;&#112;</rt></ruby>', 40000]
trot,['<ruby>奔<rt>QQQ&#116;&#114;&#111;&#116;</rt></ruby>', 40000]
trov,['<ruby>见<rt>QQQ&#116;&#114;&#111;&#118;</rt></ruby>', 40000]
trud,['<ruby>强<rt>QQQ&#116;&#114;&#117;&#100;</rt></ruby>', 40000]
truf,['<ruby>菌<rt>QQQ&#116;&#114;&#117;&#102;</rt></ruby>', 40000]
truk,['QQQ&#116;&#114;&#117;&#107;', 40000]
trul,['<ruby>刀<rt>QQQ&#116;&#114;&#117;&#108;</rt></ruby>', 40000]
trum,['QQQ&#116;&#114;&#117;&#109;', 40000]
trup,['<ruby>团<rt>QQQ&#116;&#114;&#117;&#112;</rt></ruby>', 40000]
trus,['QQQ&#116;&#114;&#117;&#115;', 40000]
trut,['<ruby>鱼<rt>QQQ&#116;&#114;&#117;&#116;</rt></ruby>', 40000]
tubj,['QQQ&#116;&#117;&#98;&#106;', 40000]
tucx,['QQQ&#116;&#117;&#99;&#120;', 40000]
turb,['<ruby>速<rt>QQQ&#116;&#117;&#114;&#98;</rt></ruby>', 40000]
turd,['<ruby>雀<rt>QQQ&#116;&#117;&#114;&#100;</rt></ruby>', 40000]
turk,['<ruby>族<rt>QQQ&#116;&#117;&#114;&#107;</rt></ruby>', 40000]
turn,['<ruby>转<rt>QQQ&#116;&#117;&#114;&#110;</rt></ruby>', 40000]
turp,['QQQ&#116;&#117;&#114;&#112;', 40000]
turt,['<ruby>龟<rt>QQQ&#116;&#117;&#114;&#116;</rt></ruby>', 40000]
tusx,['<ruby>触<rt>QQQ&#116;&#117;&#115;&#120;</rt></ruby>', 40000]
udon,['QQQ&#117;&#100;&#111;&#110;', 40000]
ukaz,['<ruby>诏<rt>QQQ&#117;&#107;&#97;&#122;</rt></ruby>', 40000]
ukij,['QQQ&#117;&#107;&#105;&#106;', 40000]
ulan,['<ruby>兵<rt>QQQ&#117;&#108;&#97;&#110;</rt></ruby>', 40000]
ulem,['QQQ&#117;&#108;&#101;&#109;', 40000]
ulis,['QQQ&#117;&#108;&#105;&#115;', 40000]
ulul,['QQQ&#117;&#108;&#117;&#108;', 40000]
umea,['QQQ&#117;&#109;&#101;&#97;', 40000]
unik,['<ruby>特<rt>QQQ&#117;&#110;&#105;&#107;</rt></ruby>', 40000]
unit,['QQQ&#117;&#110;&#105;&#116;', 40000]
upup,['QQQ&#117;&#112;&#117;&#112;', 40000]
ural,['QQQ&#117;&#114;&#97;&#108;', 40000]
uran,['QQQ&#117;&#114;&#97;&#110;', 40000]
urdu,['QQQ&#117;&#114;&#100;&#117;', 40000]
urgx,['<ruby>急<rt>QQQ&#117;&#114;&#103;&#120;</rt></ruby>', 40000]
urin,['<ruby>解<rt>QQQ&#117;&#114;&#105;&#110;</rt></ruby>', 40000]
uskl,['QQQ&#117;&#115;&#107;&#108;', 40000]
uson,['QQQ&#117;&#115;&#111;&#110;', 40000]
utah,['QQQ&#117;&#116;&#97;&#104;', 40000]
utar,['QQQ&#117;&#116;&#97;&#114;', 40000]
uter,['<ruby>子<rt>QQQ&#117;&#116;&#101;&#114;</rt></ruby>', 40000]
util,['<ruby>用<rt>QQQ&#117;&#116;&#105;&#108;</rt></ruby>', 40000]
uvul,['QQQ&#117;&#118;&#117;&#108;', 40000]
uxat,['<ruby>光<rt>QQQ&#117;&#120;&#97;&#116;</rt></ruby>', 40000]
uxon,['QQQ&#117;&#120;&#111;&#110;', 40000]
uzin,['QQQ&#117;&#122;&#105;&#110;', 40000]
uzur,['<ruby>占<rt>QQQ&#117;&#122;&#117;&#114;</rt></ruby>', 40000]
vacx,['QQQ&#118;&#97;&#99;&#120;', 40000]
vafl,['<ruby>点<rt>QQQ&#118;&#97;&#102;&#108;</rt></ruby>', 40000]
vajc,['QQQ&#118;&#97;&#106;&#99;', 40000]
vake,['QQQ&#118;&#97;&#107;&#101;', 40000]
vaks,['<ruby>蜡<rt>QQQ&#118;&#97;&#107;&#115;</rt></ruby>', 40000]
vaku,['QQQ&#118;&#97;&#107;&#117;', 40000]
vals,['<ruby>舞<rt>QQQ&#118;&#97;&#108;&#115;</rt></ruby>', 40000]
valv,['QQQ&#118;&#97;&#108;&#118;', 40000]
vand,['QQQ&#118;&#97;&#110;&#100;', 40000]
vang,['<ruby>面<rt>QQQ&#118;&#97;&#110;&#103;</rt></ruby>', 40000]
vant,['<ruby>虚<rt>QQQ&#118;&#97;&#110;&#116;</rt></ruby>', 40000]
varb,['<ruby>集<rt>QQQ&#118;&#97;&#114;&#98;</rt></ruby>', 40000]
varf,['QQQ&#118;&#97;&#114;&#102;', 40000]
vari,['<ruby>变<rt>QQQ&#118;&#97;&#114;&#105;</rt></ruby>', 40000]
varm,['<ruby>温<rt>QQQ&#118;&#97;&#114;&#109;</rt></ruby>', 40000]
varn,['QQQ&#118;&#97;&#114;&#110;', 40000]
varp,['QQQ&#118;&#97;&#114;&#112;', 40000]
vart,['<ruby>护<rt>QQQ&#118;&#97;&#114;&#116;</rt></ruby>', 40000]
vask,['QQQ&#118;&#97;&#115;&#107;', 40000]
vast,['<ruby>宽<rt>QQQ&#118;&#97;&#115;&#116;</rt></ruby>', 40000]
vatt,['QQQ&#118;&#97;&#116;&#116;', 40000]
veft,['QQQ&#118;&#101;&#102;&#116;', 40000]
vejn,['<ruby>血<rt>QQQ&#118;&#101;&#106;&#110;</rt></ruby>', 40000]
vekt,['<ruby>棒<rt>QQQ&#118;&#101;&#107;&#116;</rt></ruby>', 40000]
veld,['QQQ&#118;&#101;&#108;&#100;', 40000]
velk,['<ruby>枯<rt>QQQ&#118;&#101;&#108;&#107;</rt></ruby>', 40000]
vend,['<ruby>售<rt>QQQ&#118;&#101;&#110;&#100;</rt></ruby>', 40000]
venk,['<ruby>胜<rt>QQQ&#118;&#101;&#110;&#107;</rt></ruby>', 40000]
vent,['<ruby>风<rt>QQQ&#118;&#101;&#110;&#116;</rt></ruby>', 40000]
vepr,['QQQ&#118;&#101;&#112;&#114;', 40000]
verb,['<ruby>动<rt>QQQ&#118;&#101;&#114;&#98;</rt></ruby>', 40000]
verd,['<ruby>绿<rt>QQQ&#118;&#101;&#114;&#100;</rt></ruby>', 40000]
verg,['<ruby>枝<rt>QQQ&#118;&#101;&#114;&#103;</rt></ruby>', 40000]
verk,['<ruby>文<rt>QQQ&#118;&#101;&#114;&#107;</rt></ruby>', 40000]
verm,['<ruby>虫<rt>QQQ&#118;&#101;&#114;&#109;</rt></ruby>', 40000]
vers,['<ruby>诗<rt>QQQ&#118;&#101;&#114;&#115;</rt></ruby>', 40000]
vert,['<ruby>顶<rt>QQQ&#118;&#101;&#114;&#116;</rt></ruby>', 40000]
verv,['<ruby>热<rt>QQQ&#118;&#101;&#114;&#118;</rt></ruby>', 40000]
vesp,['<ruby>蜂<rt>QQQ&#118;&#101;&#115;&#112;</rt></ruby>', 40000]
vest,['<ruby>服<rt>QQQ&#118;&#101;&#115;&#116;</rt></ruby>', 40000]
veto,['QQQ&#118;&#101;&#116;&#111;', 40000]
vibr,['QQQ&#118;&#105;&#98;&#114;', 40000]
vici,['QQQ&#118;&#105;&#99;&#105;', 40000]
vide,['QQQ&#118;&#105;&#100;&#101;', 40000]
vidv,['<ruby>孤<rt>QQQ&#118;&#105;&#100;&#118;</rt></ruby>', 40000]
vien,['QQQ&#118;&#105;&#101;&#110;', 40000]
vigl,['<ruby>活<rt>QQQ&#118;&#105;&#103;&#108;</rt></ruby>', 40000]
viki,['QQQ&#118;&#105;&#107;&#105;', 40000]
vila,['QQQ&#118;&#105;&#108;&#97;', 40000]
viln,['QQQ&#118;&#105;&#108;&#110;', 40000]
vind,['<ruby>裤<rt>QQQ&#118;&#105;&#110;&#100;</rt></ruby>', 40000]
vink,['<ruby>花<rt>QQQ&#118;&#105;&#110;&#107;</rt></ruby>', 40000]
viol,['<ruby>花<rt>QQQ&#118;&#105;&#111;&#108;</rt></ruby>', 40000]
virg,['<ruby>纯<rt>QQQ&#118;&#105;&#114;&#103;</rt></ruby>', 40000]
virt,['<ruby>德<rt>QQQ&#118;&#105;&#114;&#116;</rt></ruby>', 40000]
visk,['<ruby>生<rt>QQQ&#118;&#105;&#115;&#107;</rt></ruby>', 40000]
vist,['<ruby>游<rt>QQQ&#118;&#105;&#115;&#116;</rt></ruby>', 40000]
visx,['<ruby>净<rt>QQQ&#118;&#105;&#115;&#120;</rt></ruby>', 40000]
vitr,['<ruby>璃<rt>QQQ&#118;&#105;&#116;&#114;</rt></ruby>', 40000]
vizi,['<ruby>幻<rt>QQQ&#118;&#105;&#122;&#105;</rt></ruby>', 40000]
vocx,['<ruby>声<rt>QQQ&#118;&#111;&#99;&#120;</rt></ruby>', 40000]
vodk,['QQQ&#118;&#111;&#100;&#107;', 40000]
vokt,['QQQ&#118;&#111;&#107;&#116;', 40000]
vol.,['QQQ&#118;&#111;&#108;&#46;', 40000]
volb,['QQQ&#118;&#111;&#108;&#98;', 40000]
volg,['QQQ&#118;&#111;&#108;&#103;', 40000]
volt,['QQQ&#118;&#111;&#108;&#116;', 40000]
volv,['<ruby>绕<rt>QQQ&#118;&#111;&#108;&#118;</rt></ruby>', 40000]
vort,['<ruby>词<rt>QQQ&#118;&#111;&#114;&#116;</rt></ruby>', 40000]
vost,['<ruby>尾<rt>QQQ&#118;&#111;&#115;&#116;</rt></ruby>', 40000]
vual,['<ruby>掩<rt>QQQ&#118;&#117;&#97;&#108;</rt></ruby>', 40000]
vulp,['<ruby>狐<rt>QQQ&#118;&#117;&#108;&#112;</rt></ruby>', 40000]
vulv,['QQQ&#118;&#117;&#108;&#118;', 40000]
vund,['<ruby>伤<rt>QQQ&#118;&#117;&#110;&#100;</rt></ruby>', 40000]
vusi,['QQQ&#118;&#117;&#115;&#105;', 40000]
zair,['QQQ&#122;&#97;&#105;&#114;', 40000]
zebr,['<ruby>马<rt>QQQ&#122;&#101;&#98;&#114;</rt></ruby>', 40000]
zebu,['QQQ&#122;&#101;&#98;&#117;', 40000]
zeml,['QQQ&#122;&#101;&#109;&#108;', 40000]
zini,['QQQ&#122;&#105;&#110;&#105;', 40000]
zink,['<ruby>锌<rt>QQQ&#122;&#105;&#110;&#107;</rt></ruby>', 40000]
zlot,['QQQ&#122;&#108;&#111;&#116;', 40000]
zorg,['<ruby>护<rt>QQQ&#122;&#111;&#114;&#103;</rt></ruby>', 40000]
zori,['QQQ&#122;&#111;&#114;&#105;', 40000]
zuav,['<ruby>兵<rt>QQQ&#122;&#117;&#97;&#118;</rt></ruby>', 40000]
zulu,['QQQ&#122;&#117;&#108;&#117;', 40000]
alkov,['QQQ&#97;&#108;&#107;&#111;&#118;', 30001]
abi,['<ruby>林<rt>QQQ&#97;&#98;&#105;</rt></ruby>', 30000]
abu,['QQQ&#97;&#98;&#117;', 30000]
acx,['<ruby>劣<rt>QQQ&#97;&#99;&#120;</rt></ruby>', 30000]
adz,['QQQ&#97;&#100;&#122;', 30000]
aer,['<ruby>气<rt>QQQ&#97;&#101;&#114;</rt></ruby>', 30000]
aft,['QQQ&#97;&#102;&#116;', 30000]
agl,['<ruby>者<rt>QQQ&#97;&#103;&#108;</rt></ruby>', 30000]
agr,['QQQ&#97;&#103;&#114;', 30000]
agx,['<ruby>年<rt>QQQ&#97;&#103;&#120;</rt></ruby>', 30000]
aha,['QQQ&#97;&#104;&#97;', 30000]
ahx,['QQQ&#97;&#104;&#120;', 30000]
ain,['QQQ&#97;&#105;&#110;', 30000]
ais,['QQQ&#97;&#105;&#115;', 30000]
ajl,['<ruby>蒜<rt>QQQ&#97;&#106;&#108;</rt></ruby>', 30000]
ajn,['<ruby>独<rt>QQQ&#97;&#106;&#110;</rt></ruby>', 30000]
ajx,['<ruby>物<rt>QQQ&#97;&#106;&#120;</rt></ruby>', 30000]
akn,['<ruby>疹<rt>QQQ&#97;&#107;&#110;</rt></ruby>', 30000]
akr,['<ruby>尖<rt>QQQ&#97;&#107;&#114;</rt></ruby>', 30000]
aks,['<ruby>轴<rt>QQQ&#97;&#107;&#115;</rt></ruby>', 30000]
akt,['<ruby>剧<rt>QQQ&#97;&#107;&#116;</rt></ruby>', 30000]
akv,['<ruby>水<rt>QQQ&#97;&#107;&#118;</rt></ruby>', 30000]
alb,['QQQ&#97;&#108;&#98;', 30000]
ald,['<ruby>乐<rt>QQQ&#97;&#108;&#100;</rt></ruby>', 30000]
ale,['<ruby>道<rt>QQQ&#97;&#108;&#101;</rt></ruby>', 30000]
alf,['QQQ&#97;&#108;&#102;', 30000]
alg,['<ruby>水<rt>QQQ&#97;&#108;&#103;</rt></ruby>', 30000]
ali,['<ruby>的<rt>QQQ&#97;&#108;&#105;</rt></ruby>', 30000]
alk,['<ruby>鹿<rt>QQQ&#97;&#108;&#107;</rt></ruby>', 30000]
aln,['<ruby>木<rt>QQQ&#97;&#108;&#110;</rt></ruby>', 30000]
alo,['<ruby>植<rt>QQQ&#97;&#108;&#111;</rt></ruby>', 30000]
alp,['QQQ&#97;&#108;&#112;', 30000]
alt,['<ruby>高<rt>QQQ&#97;&#108;&#116;</rt></ruby>', 30000]
ame,['QQQ&#97;&#109;&#101;', 30000]
amu,['QQQ&#97;&#109;&#117;', 30000]
an!,['QQQ&#97;&#110;&#33;', 30000]
and,['QQQ&#97;&#110;&#100;', 30000]
ann,['<ruby>女<rt>QQQ&#97;&#110;&#110;</rt></ruby>', 30000]
ano,['QQQ&#97;&#110;&#111;', 30000]
ans,['QQQ&#97;&#110;&#115;', 30000]
ant,['<ruby>行<rt>QQQ&#97;&#110;&#116;</rt></ruby>', 30000]
api,['<ruby>菜<rt>QQQ&#97;&#112;&#105;</rt></ruby>', 30000]
apr,['<ruby>猪<rt>QQQ&#97;&#112;&#114;</rt></ruby>', 30000]
ara,['QQQ&#97;&#114;&#97;', 30000]
arb,['<ruby>木<rt>QQQ&#97;&#114;&#98;</rt></ruby>', 30000]
ard,['<ruby>热<rt>QQQ&#97;&#114;&#100;</rt></ruby>', 30000]
are,['QQQ&#97;&#114;&#101;', 30000]
arg,['QQQ&#97;&#114;&#103;', 30000]
arj,['QQQ&#97;&#114;&#106;', 30000]
ark,['<ruby>形<rt>QQQ&#97;&#114;&#107;</rt></ruby>', 30000]
arm,['<ruby>装, 弹<rt>QQQ&#97;&#114;&#109;</rt></ruby>', 30000]
arn,['QQQ&#97;&#114;&#110;', 30000]
art,['<ruby>技<rt>QQQ&#97;&#114;&#116;</rt></ruby>', 30000]
aux,['<ruby>助<rt>QQQ&#97;&#117;&#120;</rt></ruby>', 30000]
azi,['<ruby>亚<rt>QQQ&#97;&#122;&#105;</rt></ruby>', 30000]
bak,['<ruby>炉<rt>QQQ&#98;&#97;&#107;</rt></ruby>', 30000]
bal,['<ruby>舞<rt>QQQ&#98;&#97;&#108;</rt></ruby>', 30000]
ban,['<ruby>水<rt>QQQ&#98;&#97;&#110;</rt></ruby>', 30000]
bar,['<ruby>难<rt>QQQ&#98;&#97;&#114;</rt></ruby>', 30000]
bas,['<ruby>音<rt>QQQ&#98;&#97;&#115;</rt></ruby>', 30000]
bat,['<ruby>打<rt>QQQ&#98;&#97;&#116;</rt></ruby>', 30000]
baz,['<ruby>基<rt>QQQ&#98;&#97;&#122;</rt></ruby>', 30000]
beb,['<ruby>儿<rt>QQQ&#98;&#101;&#98;</rt></ruby>', 30000]
bed,['<ruby>地<rt>QQQ&#98;&#101;&#100;</rt></ruby>', 30000]
bef,['QQQ&#98;&#101;&#102;', 30000]
bek,['<ruby>喙<rt>QQQ&#98;&#101;&#107;</rt></ruby>', 30000]
bel,['<ruby>丽<rt>QQQ&#98;&#101;&#108;</rt></ruby>', 30000]
ben,['<ruby>福<rt>QQQ&#98;&#101;&#110;</rt></ruby>', 30000]
ber,['<ruby>果<rt>QQQ&#98;&#101;&#114;</rt></ruby>', 30000]
bet,['<ruby>林<rt>QQQ&#98;&#101;&#116;</rt></ruby>', 30000]
bid,['QQQ&#98;&#105;&#100;', 30000]
bil,['QQQ&#98;&#105;&#108;', 30000]
bio,['QQQ&#98;&#105;&#111;', 30000]
bir,['QQQ&#98;&#105;&#114;', 30000]
bis,['<ruby>再<rt>QQQ&#98;&#105;&#115;</rt></ruby>', 30000]
bit,['QQQ&#98;&#105;&#116;', 30000]
biv,['QQQ&#98;&#105;&#118;', 30000]
bkd,['QQQ&#98;&#107;&#100;', 30000]
blu,['<ruby>蓝<rt>QQQ&#98;&#108;&#117;</rt></ruby>', 30000]
boa,['<ruby>蛇<rt>QQQ&#98;&#111;&#97;</rt></ruby>', 30000]
boj,['<ruby>叫<rt>QQQ&#98;&#111;&#106;</rt></ruby>', 30000]
bok,['QQQ&#98;&#111;&#107;', 30000]
bol,['<ruby>玻<rt>QQQ&#98;&#111;&#108;</rt></ruby>', 30000]
bon,['<ruby>良<rt>QQQ&#98;&#111;&#110;</rt></ruby>', 30000]
bor,['<ruby>孔<rt>QQQ&#98;&#111;&#114;</rt></ruby>', 30000]
bot,['<ruby>靴<rt>QQQ&#98;&#111;&#116;</rt></ruby>', 30000]
bov,['<ruby>牛<rt>QQQ&#98;&#111;&#118;</rt></ruby>', 30000]
brn,['QQQ&#98;&#114;&#110;', 30000]
bru,['<ruby>扰<rt>QQQ&#98;&#114;&#117;</rt></ruby>', 30000]
bse,['QQQ&#98;&#115;&#101;', 30000]
bub,['<ruby>小<rt>QQQ&#98;&#117;&#98;</rt></ruby>', 30000]
bud,['<ruby>果<rt>QQQ&#98;&#117;&#100;</rt></ruby>', 30000]
buf,['<ruby>囊<rt>QQQ&#98;&#117;&#102;</rt></ruby>', 30000]
buk,['<ruby>扣<rt>QQQ&#98;&#117;&#107;</rt></ruby>', 30000]
bul,['<ruby>石<rt>QQQ&#98;&#117;&#108;</rt></ruby>', 30000]
bum,['QQQ&#98;&#117;&#109;', 30000]
bur,['QQQ&#98;&#117;&#114;', 30000]
bus,['QQQ&#98;&#117;&#115;', 30000]
but,['QQQ&#98;&#117;&#116;', 30000]
bv.,['QQQ&#98;&#118;&#46;', 30000]
car,['<ruby>大<rt>QQQ&#99;&#97;&#114;</rt></ruby>', 30000]
ced,['<ruby>让<rt>QQQ&#99;&#101;&#100;</rt></ruby>', 30000]
cel,['<ruby>目<rt>QQQ&#99;&#101;&#108;</rt></ruby>', 30000]
cep,['<ruby>料<rt>QQQ&#99;&#101;&#112;</rt></ruby>', 30000]
cic,['QQQ&#99;&#105;&#99;', 30000]
cim,['<ruby>虫<rt>QQQ&#99;&#105;&#109;</rt></ruby>', 30000]
cir,['<ruby>鞋<rt>QQQ&#99;&#105;&#114;</rt></ruby>', 30000]
cis,['QQQ&#99;&#105;&#115;', 30000]
cit,['<ruby>引<rt>QQQ&#99;&#105;&#116;</rt></ruby>', 30000]
col,['<ruby>米<rt>QQQ&#99;&#111;&#108;</rt></ruby>', 30000]
cx.,['QQQ&#99;&#120;&#46;', 30000]
cxe,['<ruby>地<rt>QQQ&#99;&#120;&#101;</rt></ruby>', 30000]
cxi,['<ruby>近<rt>QQQ&#99;&#120;&#105;</rt></ruby>', 30000]
cxj,['<ruby>子<rt>QQQ&#99;&#120;&#106;</rt></ruby>', 30000]
cxo,['QQQ&#99;&#120;&#111;', 30000]
cxu,['<ruby>否, 是<rt>QQQ&#99;&#120;&#117;</rt></ruby>', 30000]
dac,['QQQ&#100;&#97;&#99;', 30000]
dak,['QQQ&#100;&#97;&#107;', 30000]
dam,['<ruby>女<rt>QQQ&#100;&#97;&#109;</rt></ruby>', 30000]
dan,['QQQ&#100;&#97;&#110;', 30000]
dat,['<ruby>时<rt>QQQ&#100;&#97;&#116;</rt></ruby>', 30000]
dec,['<ruby>相<rt>QQQ&#100;&#101;&#99;</rt></ruby>', 30000]
dek,['<ruby>十<rt>QQQ&#100;&#101;&#107;</rt></ruby>', 30000]
dem,['QQQ&#100;&#101;&#109;', 30000]
des,['<ruby>加<rt>QQQ&#100;&#101;&#115;</rt></ruby>', 30000]
dev,['<ruby>必<rt>QQQ&#100;&#101;&#118;</rt></ruby>', 30000]
dig,['<ruby>堤<rt>QQQ&#100;&#105;&#103;</rt></ruby>', 30000]
dik,['<ruby>厚<rt>QQQ&#100;&#105;&#107;</rt></ruby>', 30000]
dil,['QQQ&#100;&#105;&#108;', 30000]
dir,['<ruby>述<rt>QQQ&#100;&#105;&#114;</rt></ruby>', 30000]
dis,['<ruby>散<rt>QQQ&#100;&#105;&#115;</rt></ruby>', 30000]
dog,['<ruby>犬<rt>QQQ&#100;&#111;&#103;</rt></ruby>', 30000]
dok,['<ruby>码<rt>QQQ&#100;&#111;&#107;</rt></ruby>', 30000]
dom,['<ruby>舍<rt>QQQ&#100;&#111;&#109;</rt></ruby>', 30000]
don,['<ruby>赠<rt>QQQ&#100;&#111;&#110;</rt></ruby>', 30000]
dop,['QQQ&#100;&#111;&#112;', 30000]
dot,['<ruby>金<rt>QQQ&#100;&#111;&#116;</rt></ruby>', 30000]
doz,['<ruby>药<rt>QQQ&#100;&#111;&#122;</rt></ruby>', 30000]
dub,['<ruby>疑<rt>QQQ&#100;&#117;&#98;</rt></ruby>', 30000]
duk,['<ruby>爵<rt>QQQ&#100;&#117;&#107;</rt></ruby>', 30000]
dum,['<ruby>时, 中<rt>QQQ&#100;&#117;&#109;</rt></ruby>', 30000]
dun,['QQQ&#100;&#117;&#110;', 30000]
dur,['QQQ&#100;&#117;&#114;', 30000]
dut,['QQQ&#100;&#117;&#116;', 30000]
